"Салат ""Капрезо""(помидоры,сыр мацарелла,олив.масло,орегано)",100,3 руб 10 коп,,02.04.2018,2018-04-02,Меню с 02.04 по 06.04.2018г.xls
"Фасоль стручковая,мини морковь",100/50,2 руб 10 коп,Гарниры,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Горчица,25,45 коп,Соусы,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Сметана,50,49 коп,Соусы,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Соус соевый,25,33 коп,Соусы,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Кетчуп/ майонез,25,25 коп,Соусы,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Шарлотка с яблоком,150,1 руб 28 коп,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Зефир,шт.,1 руб,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Зефир в шоколаде,шт.,1 руб 10 коп,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Вафли""Черноморские""",шт.,60 коп,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Батончик мюсли,шт.,60 коп,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Круассан,шт.,2 руб,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Печенье ""Фрайдей""",шт.,80 коп,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Шоколад Спартак горький/Любимая Аленка, 20гр",шт., 50 коп,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Шоколад Спартак горький/Спартак молочный 50 г,шт.,1 руб ,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Пирожок с черникой,шт.,1 руб 25 коп,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Шоколад""Любимая Аленка"", 100гр Шоколад""Каммунарка"" 90г",шт.,2 руб,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Пончик с бананом,клубникой,белой глазурью,шоколадом,корицей",шт.,1 руб,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Маффин шоколадный,шт.,2 руб 20 коп,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Вафли ""Витьба""",шт.,50 коп,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Вафли ""Витьба by""",шт.,60 коп,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Йогурт,сырок глазированный",шт.,65 коп,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Кекс""Снежок""",шт.,80 коп,Сладкие блюда,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Сок""Рич""в ассортименте 1л",0.2,4 руб,Напитки,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Сок ""Рич""в ассортименте 0,2",0.2,85 коп,Напитки,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Морс клюквенно-виноградный,0.2,80 коп,Напитки,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Компот из апельсинов,0.2,1 руб 18 коп,Напитки,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Кола,фанта,спрайт",0.5,1 руб 50 коп,Напитки,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Кефир,0.2,56 коп,Напитки,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Чай в ассортименте,шт.,50 коп,Напитки,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Боржоми,0.5,2 руб 50 коп,Напитки,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Банан,100,52 коп,Фрукты,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Яблоко,груша",100,46 коп,Фрукты,01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",01.02.2017,2018-02-01,Меню с 29.01 по 02.02.2018г.xls
Салат из овощей с ветчиной,100,1 руб 69 коп,,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Салат-коктель""Павлинка""(птица,сыр,морковь,яйцо,яблоки)",100,1 руб 24 коп,,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Помидоры фаршированные сыром,100,1 руб 30 коп,,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Салат из свежей капусты с огурцом,100,78 коп,,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Салат из помидоров,огурцов и сладкого перца",100,1 руб 33 коп,,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Суп-пюре из птицы,250,1 руб 56 коп,Супы,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Суп-харчо(рис,говядина,том.паста,лук,бульон)",250,2 руб,Супы,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Котлеты с сыром и морковью,115,2 руб 55 коп,Вторые блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Куриный конверт с ананасом,130,3 руб 04 коп,Вторые блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Колбаски по-домашнему,100,3 руб 69 коп,Вторые блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Ромштекс(говядина),125,4 руб 52 коп,Вторые блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Филе хека с овощами,135,3 руб 48 коп,Вторые блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Каша пшенная,200,86 коп,Гарниры,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Спагетти,150,78 коп,Гарниры,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Картофельные дольки маринованные,150,2 руб 04 коп,Гарниры,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Капуста броколли,150,2 руб 10 коп,Гарниры,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Горчица,25,45 коп,Соусы,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Сметана,50,49 коп,Соусы,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Соус соевый,25,33 коп,Соусы,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Кетчуп/ майонез,25,25 коп,Соусы,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Запеканка из творога со сметаной,120/20,1 руб 99 коп,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Зефир,шт.,1 руб,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Зефир в шоколаде,шт.,1 руб 10 коп,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Батончик мюсли,шт.,60 коп,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Вафли""Черноморские""",шт.,60 коп,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Печенье ""Фрайдей""",шт.,80 коп,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Шоколад Спартак горький/Любимая Аленка, 20гр",шт., 50 коп,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Шоколад Спартак горький/Спартак молочный 50 г,шт.,1 руб ,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Пирожок с черникой,шт.,1 руб 25 коп,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Шоколад""Любимая Аленка"", 100гр Шоколад""Каммунарка"" 90г",шт.,2 руб,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Пончик с бананом,клубникой,белой глазурью,шоколадом,корицей",шт.,1 руб,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Маффин шоколадный,шт.,2 руб 20 коп,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Вафли ""Витьба""",шт.,50 коп,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Вафли ""Витьба by""",шт.,60 коп,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Йогурт,сырок глазированный",шт.,65 коп,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Кекс""Снежок""",шт.,80 коп,Сладкие блюда,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Сок""Рич""в ассортименте 1л",0.2,4 руб ,Напитки,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Сок ""Рич""в ассортименте 0,2",0.2,85 коп,Напитки,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Морс клюквенно-виноградный,0.2,80 коп,Напитки,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Напиток лимонный,0.2,65 коп,Напитки,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Кола,фанта,спрайт",0.5,1 руб 50 коп,Напитки,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Кефир,0.2,56 коп,Напитки,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Боржоми,0.5,2 руб 50 коп,Напитки,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Чай,0.2,50 коп,Напитки,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Банан,100,52 коп,Фрукты,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Яблоко,груша",100,46 коп,Фрукты,02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",02.02.2018,2018-02-02,Меню с 29.01 по 02.02.2018г.xls
"Салат Английский (мясо птицы,сельдерей,шампиньоны,огурцы,горчицы,майонез,специи)",100,1 руб 79 коп,,07.05.2018,2018-05-07,Меню с 7-11 май.xls
"Винегрет овощной (картофель,свекла,морковь,огурцы,лук,масло)",100,1 руб 04 коп,,07.05.2018,2018-05-07,Меню с 7-11 май.xls
"Салат из помидоров, огурцов исладкого перца",100,1 руб 33 коп,,07.05.2018,2018-05-07,Меню с 7-11 май.xls
Салат из свеклы с огурцами,100,89 коп,,07.05.2018,2018-05-07,Меню с 7-11 май.xls
"Салат  из свинины с грибами(свинина,шампиньоны,яйца,лук,горошек,майонез,специи)",100,2 руб ,,07.05.2018,2018-05-07,Меню с 7-11 май.xls
Борщ Могилевский,250,1 руб 62 коп,Супы,07.05.2018,2018-05-07,Меню с 7-11 май.xls
Суп гороховый,250,1 руб 06 коп,Супы,07.05.2018,2018-05-07,Меню с 7-11 май.xls
"Котлета ""Папараць- Кветка""",105,2 руб 30 коп,Вторые блюда,07.05.2018,2018-05-07,Меню с 7-11 май.xls
Говядина в кисло-сладком соусе,75/100,4 руб 55 коп,Вторые блюда,07.05.2018,2018-05-07,Меню с 7-11 май.xls
Котлета по-киевски,125,2 руб 79 коп,Вторые блюда,07.05.2018,2018-05-07,Меню с 7-11 май.xls
"Свинина, запеченная с сыром",100,4 руб 50 коп,Вторые блюда,07.05.2018,2018-05-07,Меню с 7-11 май.xls
Рыба жаренная в белках,110,3 руб 53 коп,Вторые блюда,07.05.2018,2018-05-07,Меню с 7-11 май.xls
Макароны отварные,150,90 коп,Гарниры,07.05.2018,2018-05-07,Меню с 7-11 май.xls
"Рис"" Мозайка """,150,1 руб 65 коп,Гарниры,07.05.2018,2018-05-07,Меню с 7-11 май.xls
Картофель отварной,200,80 коп,Гарниры,07.05.2018,2018-05-07,Меню с 7-11 май.xls
Овощной микс,150,1 руб 88 коп,Гарниры,07.05.2018,2018-05-07,Меню с 7-11 май.xls
Шарлотка с яблоками,150,1 руб 28 коп,Сладкие блюда,07.05.2018,2018-05-07,Меню с 7-11 май.xls
Напиток лимонный,0.2,65 коп,напитки,07.05.2018,2018-05-07,Меню с 7-11 май.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",07.05.2018,2018-05-07,Меню с 7-11 май.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",07.05.2018,2018-05-07,Меню с 7-11 май.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",07.05.2018,2018-05-07,Меню с 7-11 май.xls
"Салат ""Весенний""(капуста пекинская,огурцы,помидор,перец,масло,специи)",100,1 руб 46 коп,,08.05.2018,2018-05-08,Меню с 7-11 май.xls
"Салат из птицы с пекинской капустой(мясо птицы,капуста пекинская,яйцо,сыр,огурец,лук,майонез,специи)",100,1 руб 47 коп,,08.05.2018,2018-05-08,Меню с 7-11 май.xls
"Салат Случь (помидор,чеснок,масло,специи)",100,1 руб 33 коп,,08.05.2018,2018-05-08,Меню с 7-11 май.xls
Салат из свеклы с маслом,100,50 коп,,08.05.2018,2018-05-08,Меню с 7-11 май.xls
"Салат ""Лесной"" (шампиньоны,ветчина,картофель,огурец,яйцо,майонез,специи)",100,1 руб 86 коп,,08.05.2018,2018-05-08,Меню с 7-11 май.xls
Суп картофельный с лапшой,250,98 коп,Супы,08.05.2018,2018-05-08,Меню с 7-11 май.xls
"Рассольник ""Ленинградский""",250/20,1 руб 90 коп,Супы,08.05.2018,2018-05-08,Меню с 7-11 май.xls
Бифштекс Смак,95,2 руб 20 коп,Вторые блюда,08.05.2018,2018-05-08,Меню с 7-11 май.xls
Стейк с птицы,100,2 руб 15 коп,Вторые блюда,08.05.2018,2018-05-08,Меню с 7-11 май.xls
Говядина отварная,100,4 руб 45 коп,Вторые блюда,08.05.2018,2018-05-08,Меню с 7-11 май.xls
Гуляш из свинины,75/100,3 руб 15 коп,Вторые блюда,08.05.2018,2018-05-08,Меню с 7-11 май.xls
Рыба жаренная в сыре,100,3 руб 85 коп,Вторые блюда,08.05.2018,2018-05-08,Меню с 7-11 май.xls
Гречка отварная,200,88 коп,Гарниры,08.05.2018,2018-05-08,Меню с 7-11 май.xls
"Картофель, жаренный с грибами и луком",200,1 руб 88 коп,Гарниры,08.05.2018,2018-05-08,Меню с 7-11 май.xls
Каша перловая,200,1 руб,Гарниры,08.05.2018,2018-05-08,Меню с 7-11 май.xls
"фасоль, и мини морковь",150,2 руб 10 коп,Гарниры,08.05.2018,2018-05-08,Меню с 7-11 май.xls
Яблоко в слойке,130,1 руб 53 коп,Сладкие блюда,08.05.2018,2018-05-08,Меню с 7-11 май.xls
Компот из сухофруктов,0.2,69 коп,Напитки,08.05.2018,2018-05-08,Меню с 7-11 май.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",08.05.2018,2018-05-08,Меню с 7-11 май.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",08.05.2018,2018-05-08,Меню с 7-11 май.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",08.05.2018,2018-05-08,Меню с 7-11 май.xls
"Салат из овощей с ветчиной (помидор,перец,кукуруза,ветчина,яйцо,сыр,майонез,специи)",100,1 руб 69 коп,,10.05.2018,2018-05-10,Меню с 7-11 май.xls
"Салат из помидоров, капусты и сладкого перца",100,1 руб 11 коп,,10.05.2018,2018-05-10,Меню с 7-11 май.xls
"Салат из птицы с рисом (мясо птицы,рис,яйцо,лук,горошек,яблоки,майонез,специи)",100,1 руб 10 коп,,10.05.2018,2018-05-10,Меню с 7-11 май.xls
"Салат  мясной с фасолью (говядина,фасоль,картофель,лук,огурцы,чеснок,майонез,специи)",100,1 руб 23 коп,,10.05.2018,2018-05-10,Меню с 7-11 май.xls
"Салат ""Несвижский"" (сельдь,свекла,морковь,картофель,лук,майонез,специи)",100,97 коп,,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Окрошка мясная на кефире,250,1 руб 90 коп,Супы,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Солянка домашняя со сметаной,250,1 руб 82 коп,Супы,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Зразы рубленые,140,2 руб 24 коп,Вторые блюда,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Филе птицы в сыре,100,2 руб 51 коп,Вторые блюда,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Ромштекс,125,4 руб 61 коп,Вторые блюда,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Эскало по-домашнему,110,4 руб 68 коп,Вторые блюда,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Рыба хек жаренная,100,4 руб 03 коп,Вторые блюда,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Рис отварной,200,74 коп,Гарниры,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Картофельные дольки жареные,150,2 руб 10 коп,Гарниры,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Спагетти,150,1 руб,Гарниры,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Овощи припущенные,150,1 руб 88 коп,Гарниры,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Сырники из творога со сметаной,150/20,2 руб 02 коп,Сладкие блюда,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Компот из апельсинов,0.2,1 руб 18 коп,Напитки,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",10.05.2018,2018-05-10,Меню с 7-11 май.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",10.05.2018,2018-05-10,Меню с 7-11 май.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",10.05.2018,2018-05-10,Меню с 7-11 май.xls
Салат из свежих огурцов,100,1 руб 80 коп,,11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Салат ""Гавайский"" (мясо птицы,ананас,перец,майонез,грецкий орех,маслины,капуста пекинская,специи)",100,2 руб 47 коп,,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Салат из свеклы с чесноком и сыром,100,80 коп,,11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Салат Столичный (мясо птицы,картофель,огурцы,яйца,майонез,специи)",100,1 руб 38 коп,,11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Салат ""Папараць-кветка"" (говядина,ветчина,помидорогурцы,лук,майонез,специи)",100,2 руб 22 коп,,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Суп перловый с грибами и сметаной,250,1 руб 36 коп,Супы,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Щи зеленые со сметаной,250,1 руб 48 коп,Супы,11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Шницель ""Полесский""",125,1 руб 74 коп,Вторые блюда,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Куриная грудка в беконе ,140,4 руб 24 коп,Вторые блюда,11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Говядина , запеченная с помидорами и баклажанами",140,5 руб 09 коп,Вторые блюда,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Свинина по-деревенски,100,3 руб 54 коп,Вторые блюда,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Рыба хек жаренная в тесте,150,2 руб 95 коп,Вторые блюда,11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Капуста, тушенная с грибами",150,1 руб 92 коп,Гарниры,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Каша пшенная,200,86 коп,Гарниры,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Картофельное пюре,200,80 коп,Гарниры,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Брокколи,150,2 руб 10 коп,Гарниры,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Пудинг из творога,150,1 руб 78 коп,Сладкие блюда,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Напиток лимонный,0.2,65 коп,Напитки,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",11.05.2018,2018-05-11,Меню с 7-11 май.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",11.05.2018,2018-05-11,Меню с 7-11 май.xls
